Review #,Brand,Variety,Style,Country,Stars,Top Ten
2453,KOKA,Delight Spicy Sesame Flavor Instant Non-Fried Noodles,Pack,Singapore,4.5,
2096,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4,
1231,A-Sha Dry Noodle,Instant Noodle Shallot Flavor,Pack,Taiwan,3.75,
1208,Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,3.5,
595,Thai Kitchen,Spring Onion Rice Noodle,Pack,USA,3.75,
609,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75,
1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,
322,Unif,Shrimp Fish,Bowl,Taiwan,3.75,
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,
2406,Sichuan Guangyou,Sweet Potato Instant Noodle Braised Spicy Chitterling Flavor,Pack,China,0.25,
176,Paldo,Dosirac Pork,Tray,South Korea,4.125,
457,Ibumie,Harmee Mee goreng Prawn,Pack,Malaysia,4.5,
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5,
386,US Canning,Fu Chang Chinese Noodle Company Pork Seafood,Tray,USA,0,
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,
1050,Knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,Hong Kong,3,
1110,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,
682,Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25,
2392,MyKuali,Penang Red Tom Yum Goong Rice Vermicelli Soup,Bowl,Malaysia,5,
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,USA,3.5,
216,Maruchan,Instant Lunch Roast Chicken Flavor,Cup,USA,2.75,
2344,Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,4,
173,Unif / Tung-I,Instant Bean Vermicelli Shrimp,Pack,Taiwan,1.5,
97,Saigon Ve Wong,Kung Fu Mi Tom Chua Sour Shrimp,Pack,Vietnam,2.5,
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,
481,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,USA,3.75,
522,Samyang,Hot Beef,Pack,South Korea,4.25,
2362,Chuan Wei Wang,Bowl Instant Noodles Artificial Spicy Beef Flavor,Bowl,China,4,
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0,
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,
1355,Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,
64,Sapporo Ichiban,Chicken Flavor,Pack,USA,3.5,
921,Ottogi,Jjajang Bokki,Bowl,South Korea,3.5,
655,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3,
2238,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,1,
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,USA,3.5,
1234,Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75,
542,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3,
85,Nissin,Demae Ramen Sesame,Pack,Japan,3.75,
1182,Ko-Lee,Go Noodles Xtreme Hot & Spicy Flavour,Pack,UK,3.75,
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,
573,Noah Foods,Phoya Chicken,Bowl,Vietnam,2,
866,Master Kong,Mianba,Pack,China,4,
1043,Chewy,Rice Vermicelli Satay Chicken,Pack,China,3,
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,
200,Nongshim,Bowl Noodle Spicy Chicken,Bowl,USA,4.5,
1086,Sawadee,Indian Curry Flavour,Pack,UK,3,
810,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25,
1272,Samyang Foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,South Korea,3.5,
13,Sapporo Ichiban,Chow Mein,Pack,Japan,5,2012 #4
1216,Batchelors,Super Low Fat Noodles Chilli Chicken Flavour,Pack,UK,1,
1281,Tokachimen Koubou,Jet Black Sesame Oil Pork Tonkotsu,Bowl,Japan,2.25,
1764,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,
1093,Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,
66,Maruchan,Ramen Noodle Soup Pork,Pack,USA,4,
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,
1278,Ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,South Korea,3.25,
1053,A-Sha Dry Noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,Taiwan,4,
304,Mama,Pho Bo Rice Noodle Artificial Beef,Bowl,Thailand,3.5,
1587,Mi E-Zee,Plain Noodles,Pack,Malaysia,Unrated,
895,SuperMi,Sedaaap Mi Goreng,Pack,Indonesia,5,
2325,Pran,Mr. Noodles Curry Flavor Instant Noodles,Pack,Bangladesh,4,
430,Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5,
25,Nissin,Demae Ramen Spicy Flavor,Pack,Japan,3,
1037,Emart,Dare You Habanero Jjamppong,Pack,South Korea,4,
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5,
2140,Wang,Rice Noodle Seafood Flavour,Bowl,South Korea,5,
777,Mr. Noodles,Oriental,Pack,Canada,2.75,
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,
1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,
1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,
1248,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4,
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,
520,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,
1629,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,USA,3.5,
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4,
231,Indomie,Onion Chicken,Pack,Indonesia,4.5,
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,
477,Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3,
1184,Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5,
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,USA,4,
1656,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,
1447,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4,
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,
728,Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5,
1200,Men-Sunaoshi,Tonkotsu Ramen,Pack,Japan,3.75,
2029,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2,
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,
2435,Mum Ngon,Lau Tom Chua Cay,Pack,Vietnam,3.5,
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,USA,3,
2060,Nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5,
990,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,USA,2.75,
1612,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,
349,Ottogi,Ramen Bokki,Bowl,South Korea,3.25,
2505,Acecook,Super Cup Torigawa Shoyu,Bowl,Japan,3.5,
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,
1072,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,
2389,Gefen,Imitation Chicken Flavor,Cup,USA,4,
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,
1303,Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,
811,Mr. Noodles,Vegetable,Pack,Canada,1.75,
278,Fortune,Udon Mushroom,Pack,USA,3,
1120,ABC,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,Indonesia,4.75,
861,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,Vietnam,3.25,
268,Nissin,Cup Noodles Spicy Chile Chicken,Cup,USA,3.5,
180,Myojo,Hyobanya No Yakisoba Sauce Flavor,Tray,Japan,4.75,
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,
1740,Master Kong,Braised Beef Noodle,Pack,China,4.25,
583,Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25,
407,Ottogi,Snack Ramyon,Cup,South Korea,3.5,
574,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75,
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,
2507,Indomie,RMy Noodlez Rumput Laut,Pack,Indonesia,4,
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,
1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,
2250,Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4,
1304,Nissin,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,Hong Kong,4.75,
1226,Master Kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,China,3.75,
1243,Nissin,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Pack,Hong Kong,1.75,
2334,Nissin,"Sopa Nissin Sabor Mariscos, Habanero Y Limon",Cup,Mexico,4,
354,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,USA,3,
233,Koka,Tom Yum Rice Noodles,Bowl,Singapore,3.5,
209,Nissin,Souper Meal Beef Flavor Minestrone,Bowl,USA,3,
122,Doll,Shrimp Wonton,Pack,Hong Kong,4,
1233,Nissin,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,Colombia,3.25,
765,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,
1239,SuperMi,Rasa Ayam Spesial,Pack,Indonesia,4,
2435,Mum Ngon,Lau Tom Chua Cay,Pack,Vietnam,3.5,
898,Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5,
1267,ABC,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Cup,Indonesia,3.75,
993,Unox,Sate,Pack,Holland,3.5,
2395,Master Kong,Chicken Flavor Instant Noolde,Pack,China,4.25,
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1,
2501,Happy Cook,Toona Paste Noodle,Pack,Taiwan,4,
1376,Takamori Kosan,Katsuo Dashi Udon,Pack,Japan,3.75,
1225,Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,USA,3.75,
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,
22,Nongshim,Ansungtangmyun Noodle Soup,Pack,South Korea,3.75,
141,Six Fortune,Seafood Flavor,Pack,South Korea,2.5,
2199,Mr. Lee's Noodles,Tai Chi Chicken,Cup,UK,3,
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,
102,Indomie,Soto Mie,Pack,Indonesia,1.5,
1330,Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5,2014 #4
2249,Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,4,
1340,Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75,
945,Pot Noodle,Jamaican Jerk!,Cup,UK,2.75,
1266,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,
2342,Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,4,
14,Samyang,Hot,Pack,South Korea,3.5,
1379,Takamori Kosan,Shio Yakisoba,Pack,Japan,4,
1074,Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,
1324,Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5,
1752,Kuriki,Mayo Ramen,Pack,Japan,4.75,
734,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5,"
"
1090,Amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25,
697,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,USA,3.25,
493,Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3,
1144,Asian Thai Foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,Nepal,3.5,
1023,Samyang Foods,Samyang Ramyun,Pack,South Korea,4.5,
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,
1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,
2034,Fantastic,Noodles Oriental Flavour,Cup,Australia,3.25,
1328,A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75,
1274,Wu-Mu,Shiitake Flavor Spinach Ramen,Pack,Taiwan,3.75,
96,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Pack,Vietnam,3.75,
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4,
2387,Nissin,Demae Iccho Sesame Oil Flavour Instant Noodle,Bowl,Hong Kong,3.5,
926,Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,2.75,
1639,Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,
628,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,3.5,
310,Lucky Me!,La Paz Batchoy Beef,Pack,Philippines,2.5,
714,Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75,
2338,Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,4,
187,Paldo,Hwa Ramyun Soy Peptide,Pack,South Korea,4,
337,Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,USA,5,
109,Mama,Pad Thai,Pack,Thailand,3.1,
522,Samyang,Hot Beef,Pack,South Korea,4.25,
512,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,
1138,Tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75,
2217,Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,5,
1011,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,USA,4,
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,
1551,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,
2056,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,USA,0,
545,Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5,
495,Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,
5,Vifon,"Hu Tiu Nam Vang [""Phnom Penh"" style] Asian Style Instant Rice Noodles",Bowl,Vietnam,3.5,
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,
692,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75,
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,USA,3,
2149,Jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5,
687,Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75,
962,Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,USA,4.25,
727,Indomie,Rasa Empal Gentong,Pack,Indonesia,4,
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,
722,Yamamoto,Seafood Ramen,Bowl,Japan,3.5,
2548,Ottogi,Plain Instant Noodle No Soup Included,Pack,South Korea,Unrated,
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,
2506,KOKA,Delight Chicken Flavor Instant Non-Fried Noodles,Pack,Singapore,3.75,
532,Doll,Spicy Tomkotsu,Pack,Hong Kong,4.25,
2463,Nissin,Gekikara Ramen Rasa Pedas,Pack,Indonesia,3.25,
187,Paldo,Hwa Ramyun Soy Peptide,Pack,South Korea,4,
485,Ottogi,Hot & Spicy Ramen,Cup,South Korea,3,
1049,Mr. Noodles,Bowl Beef Simulated Flavor,Bowl,Canada,2,
60,Maggi,Vegetable Atta Noodles Masala,Pack,India,2,
775,JML,Seafood,Bowl,China,3,
1139,Asian Thai Foods,Gaurav Chicken Seasoning,Pack,Nepal,3.75,
1303,Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,
777,Mr. Noodles,Oriental,Pack,Canada,2.75,
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,
283,Paldo,King Cup Kimchi Pot Stew,Cup,South Korea,4,
243,Myojo,Udon Hot & Spicy,Pack,Japan,4.5,
2185,Nissin,Raoh Hot & Sour Ramen,Pack,Japan,5,
65,Nissin,Top Ramen Oriental,Pack,USA,2.5,
1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5,
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,
184,Myojo,Chukazanmai Soy Sauce,Pack,Japan,3.75,
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,
981,S&S,Saimin,Pack,USA,4,
382,Lucky Me!,N-Rich Artificial Chicken With Ginger,Pack,Philippines,2.5,
1041,Ko-Lee,Instant Noodles Super Chow Mein,Pack,UK,4,
418,iNoodle,Udon Noodle Soup Oriental,Pack,Taiwan,3.75,
324,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,
2113,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,4,
1689,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5,2016 #7
1061,Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,USA,4,
442,Nongshim,Kalguksoo,Pack,South Korea,4.5,
173,Unif / Tung-I,Instant Bean Vermicelli Shrimp,Pack,Taiwan,1.5,
499,Dragonfly,Artificial Beef,Bowl,China,4.75,
394,Paldo,Hwa Cup Hot Spicy,Cup,South Korea,3.5,
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,
2070,Tokushima Seifun,Negi Ramen,Bowl,Japan,1.75,
50,Indomie,Mi Goreng,Pack,Indonesia,5,
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,
819,Maruchan,Tempura Soba,Pack,Japan,4,
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,
354,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,USA,3,
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,
1140,Asian Thai Foods,Preeti Instant Noodles Veg Soup Base,Pack,Nepal,5,
322,Unif,Shrimp Fish,Bowl,Taiwan,3.75,
505,JML,Artificial Spicy Beef,Pack,China,3.5,
1132,Tesco,Everyday Value Spicy Curry Flavour Noodles,Cup,UK,1.5,
765,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,
2434,Happy Cook,Old Beijing Fried Bean Sauce Noodle,Pack,Taiwan,4.25,
676,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75,
929,Vina Acecook,Good Artificial Minced Pork Bean Vermicelli,Pack,Vietnam,3.75,
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,
1663,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4,
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,USA,4,
740,Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5,
1027,Samyang Foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4,
2285,Fantastic,Noodles Beef Flavour,Cup,Australia,3,
1185,Sainsbury's,Basics Instant Noodles Chicken Flavour,Pack,UK,3.25,
1183,Paldo,Cheese Noodle,Pack,South Korea,5,2014 #6
348,Paldo,Bowl Noodle Kimchi,Bowl,South Korea,3.5,
2170,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,USA,4,
1241,Nissin,Donbei Kansai Soy Sauce Flavor Udon,Pack,Japan,3.75,
2312,Xiao Ban Mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5,
625,Pot Noodle,Bombay Bad Boy,Cup,UK,4,
1387,Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4,
552,Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3,
1217,Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5,
711,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25,
1548,Samyang Foods,Curry Noodle,Cup,Japan,3.75,
573,Noah Foods,Phoya Chicken,Bowl,Vietnam,2,
2193,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,3,
431,Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,
2323,Ogasawara,Kirin Giraffe Shio Ramen,Pack,Japan,5,
2397,Samyang Foods,Cheese Buldak Bokkeummyun (Black),Bowl,South Korea,4,
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,
1273,Sainsbury's,Basics Instant Noodles Chicken Curry Flavour,Pack,UK,3.25,
1227,Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5,
790,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5,
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,
1271,Prima Taste,Singapore Chilli Crab La Mian,Pack,Singapore,5,2014 #8
2487,Nissin,Soba Sukiyaki Beef,Cup,Germany,4.5,
505,JML,Artificial Spicy Beef,Pack,China,3.5,
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,
975,Ottogi,Spaghetti Ramen,Bowl,South Korea,4.5,
91,Binh Tay,Mi Chay Mushroom,Pack,Vietnam,2.75,
252,Fortune,Udon Chicken,Pack,USA,3.25,
949,Ko-Lee,Instant Noodles Chicken ,Pack,UK,3.5,
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,
455,Baijia,Single Noble Pickled Radish & Duck,Cup,China,0.25,
193,Boss,Shrimp Tom Yum Flavor,Bowl,Thailand,2.5,
1367,Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5,
1238,Sapporo Ichiban,Sesame Ramen,Pack,Japan,5,
702,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5,
2440,Master Kong,Roasted Pork Noodle,Pack,China,4.5,
284,Nissin,Cup Noodles Seafood,Cup,Hong Kong,4.5,
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,
2300,Nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,Hong Kong,4,
802,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,
2082,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4,
1610,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3,
202,Nongshim,Bowl Noodle Cabbage Kimchi,Bowl,USA,3.25,
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,
1452,Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,
1274,Wu-Mu,Shiitake Flavor Spinach Ramen,Pack,Taiwan,3.75,
1010,Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,China,3.75,
547,Lucky Me!,Pancit Canton Sweet Spicy,Pack,Philippines,5,
29,Mee Jang,Tom Yum Shrimp,Bowl,Thailand,3.5,
1371,Campbell's,Hearty Noodles Thai Flavour,Cup,Canada,0,
1223,Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5,
1370,Papa,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,
731,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25,
262,Vina Acecook,Daily Beef Ball,Pack,Vietnam,3.75,
570,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5,
1193,Nissin,Soba Curry Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,
10,Smack,Vegetable Beef,Pack,USA,1.5,
1521,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5,2015 #9
1565,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,
804,Little Cook,Abalone Chicken,Cup,Thailand,1.75,
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,
756,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75,
2430,MyKuali,MeeKuali Bihun Sup Rempah Perisa Daging,Pack,Malaysia,5,
1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,
1217,Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5,
1975,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4,
1103,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,
2479,E-Zee,Instant Noodles Chicken Flavour,Pack,Malaysia,4,
2489,Nissin,Cup Noodles Ente (Duck),Cup,Germany,3,
1110,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,
874,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5,
1316,Ottogi,Japchae Vermicelli Noodle,Pack,South Korea,2.75,
1567,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,
1113,Samyang Foods,Samyang Ramyun (SK Version),Cup,South Korea,3.5,
1413,Chering Chang,Curry La-Men,Pack,Taiwan,5,
2493,Nissin,Cup Noodles Curry,Cup,Germany,3.75,
2191,Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4.00,
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,2015 #1
1726,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3,
2192,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5,
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4,
